include,source,resourceName,pubSubDocument,publish_type_SOAP_EM_OHI,namespace,subscriberPortName,mapper,messageVariant,extraFilter,addResourcesAndQueryParams,storeToESER,end
n,gto,companydivision,ohi_gto_companydivision_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_companydivision_1_detail/19570825,umg_digs_gta_subscriber,gta_companydivisionmapper,pubsubwrapped,,n,y,end
n,gto,companydivision,ohi_gto_companydivision_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_companydivision_1_detail/19570825,umg_digsreporting_subscriber,gta_companydivisionmapper,pubsubwrapped,,n,y,end
n,gto,companydivision,ohi_gto_companydivision_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_companydivision_1_detail/19570825,umg_grcs_subscriber,gta_companydivisionmapper,pubsubwrapped,,n,y,end
n,gto,divisionlabel,ohi_gto_divisionlabel_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_divisionlabel_1_detail/19570825,umg_digs_gta_subscriber,gta_divisionlabelmapper,pubsubwrapped,,n,y,end
n,gto,divisionlabel,ohi_gto_divisionlabel_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_divisionlabel_1_detail/19570825,umg_digsreporting_subscriber,gta_divisionlabelmapper,pubsubwrapped,,n,y,end
n,gto,divisionlabel,ohi_gto_divisionlabel_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_divisionlabel_1_detail/19570825,umg_grcs_subscriber,gta_divisionlabelmapper,pubsubwrapped,,n,y,end
n,gto,family,ohi_gto_family_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_family_1_detail/19570825,umg_digs_gta_subscriber,gta_familymapper,pubsubwrapped,,n,y,end
n,gto,family,ohi_gto_family_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_family_1_detail/19570825,umg_digsreporting_subscriber,gta_familymapper,pubsubwrapped,,n,y,end
n,gto,familycompany,ohi_gto_familycompany_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_familycompany_1_detail/19570825,umg_digs_gta_subscriber,gta_familycompanymapper,pubsubwrapped,,n,y,end
n,gto,familycompany,ohi_gto_familycompany_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_familycompany_1_detail/19570825,umg_digsreporting_subscriber,gta_familycompanymapper,pubsubwrapped,,n,y,end
n,gto,label,ohi_gto_label_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_label_1_detail/19570825,umg_digs_gta_subscriber,gta_labelmapper,pubsubwrapped,,n,y,end
n,gto,label,ohi_gto_label_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_label_1_detail/19570825,umg_digsreporting_subscriber,gta_labelmapper,pubsubwrapped,,n,y,end
n,gto,label,ohi_gto_label_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_label_1_detail/19570825,umg_grcs_subscriber,gta_labelmapper,pubsubwrapped,,n,y,end
n,gto,label,ohi_gto_label_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_label_1_detail/19570825,umg_musicgadget_subscriber,gta_labelmapper,pubsubwrapped,,n,y,end
n,gto,company,n/a,OHI,,umg_eai_subscriber,gta_companymapper,emasis,,n,y,end
n,gto,label,ohi_gto_label_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_label_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_labelmapper,pubsubwrapped,,n,y,end
n,gto,familycompany,ohi_gto_familycompany_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_familycompany_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_familycompanymapper,pubsubwrapped,,n,y,end
n,gto,family,ohi_gto_family_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_family_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_familymapper,pubsubwrapped,,n,y,end
n,gto,divisionlabel,ohi_gto_divisionlabel_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_divisionlabel_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_divisionlabelmapper,pubsubwrapped,,n,y,end
n,gto,companydivision,ohi_gto_companydivision_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_companydivision_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_companydivisionmapper,pubsubwrapped,,n,y,end
n,gto,company,ohi_gto_company_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_gto_company_1_detail/19570825,umg_digs_gta_subscriber_qa,gta_companymapper,pubsubwrapped,,n,y,end
n,hits,hitstranslationmessage,n/a,EM,,umg_rdw_subscriber,n/a,raw,,y,n,end
n,ingrooves.indma,releaseorderednotification,n/a,SOAP,,umg_r2_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,releaseorderednotification,n/a,SOAP,,umg_gps_firstorder_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,ingrooves.indma,releasestatusnotification,n/a,SOAP,,umg_digs_relstatus_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.indma,releasestatusnotification,n/a,SOAP,,umg_gps_firstorder_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.indma,releasestatusnotification,n/a,SOAP,,umg_r2_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_r2_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_d2_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_zeus_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_aspen_subscriber,n/a,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_digs_rav_subscriber,resourceavailablenotificationmapper_v2tov3_halindmatoaspenhercules,raw,,n,y,end
n,ingrooves.indma,resourceavailabilitynotification,n/a,SOAP,,umg_digs_rav_subscriber_qa,resourceavailablenotificationmapper_v2tov3_halindmatoaspenhercules,raw,,n,y,end
n,ingrooves.indma,releasestatusnotification,n/a,SOAP,,umg_digs_relstatus_subscriber_qa,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.indma,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber_qa,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,ingrooves.zeus,releaseorderednotification,n/a,SOAP,,umg_r2_subscriber,n/a,raw,,n,y,end
n,ingrooves.zeus,releaseorderednotification,n/a,SOAP,,umg_gps_firstorder_subscriber,n/a,raw,,n,y,end
n,ingrooves.zeus,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,ingrooves.zeus,releasestatusnotification,n/a,SOAP,,umg_gps_firstorder_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.zeus,releasestatusnotification,n/a,SOAP,,umg_digs_relstatus_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.zeus,releasestatusnotification,n/a,SOAP,,umg_r2_subscriber,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.zeus,releasestatusnotification,n/a,SOAP,,umg_digs_relstatus_subscriber_qa,gps_releasestatusnotificationmapper,raw,,n,y,end
n,ingrooves.zeus,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber_qa,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,metadataservices,releaseregistrationresponsemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,metadataservices,resourceregistrationresponsemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,metadataservices,defaultreleasepricingresponsemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,metadataservices,r2releasenotificationmessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,metadataservices,r2releasenotificationmessage,n/a,EM,,umg_lpi_subscriber_demo,n/a,raw,,y,y,end
y,metadataservices,audioregistrationresponsemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
y,metadataservices,imageregistrationresponsemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,rpm,releaseregistrationrequestmessage,n/a,EM,,umg_metadataservices_subscriber,n/a,raw,,y,y,end
y,rws,imageregistrationrequestmessage,n/a,EM,,umg_metadataservices_subscriber,n/a,raw,,y,y,end
n,sonydadc,umgpartnerdelivery,n/a,EM,,umg_digsreporting_subscriber,n/a,raw,,n,y,end
n,sonydadc,umgpartnerprofile,n/a,EM,,umg_digsreporting_subscriber,n/a,raw,,n,y,end
n,sonydadc,ddexnewreleasemessage,n/a,EM,,umg_digsreporting_subscriber,n/a,raw,,n,y,end
n,sonydadc,umgpartnerdelivery,n/a,EM,,umg_digsreporting_subscriber_dev,n/a,raw,,n,y,end
n,sonydadc,umgpartnerprofile,n/a,EM,,umg_digsreporting_subscriber_dev,n/a,raw,,n,y,end
n,sonydadc,ddexnewreleasemessage,n/a,EM,,umg_digsreporting_subscriber_dev,n/a,raw,,n,y,end
f,sonydadc,partnerprofilemessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
y,sonydadc,supplychainstatusmessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
n,sonydadc,supplychainstatusmessage,n/a,EM,,umg_lpi_subscriber_demo,n/a,raw,,y,y,end
f,sonydadc,partnerprofilemessage,n/a,EM,,umg_lpi_subscriber_demo,n/a,raw,,y,y,end
f,sonydadc,partnerprofilemessage,n/a,EM,,umg_gps_rest_subscriber,n/a,raw,,y,y,end
y,studiohub,grscontractrightsload,n/a,EM,,umg_grcs_subscriber,n/a,raw,,n,y,end
y,studiohub,dealoperatingparametersmessage,n/a,EM,,umg_lpi_subscriber,n/a,raw,,y,y,end
y,studiohub,fulfillmentrequestmessage,n/a,EM,,umg_aspen_rest_subscriber,n/a,raw,,y,n,end
y,studiohub,digitalassetupdaterequestmessage,n/a,EM,,umg_aspen_rest_subscriber,n/a,raw,,y,y,end
y,studiohub,dealproductroyaltyprovisionsmessage,n/a,EM,,umg_globalroyalties_subscriber,n/a,raw,,y,n,end
y,studiohub,defaultreleasepricingrequestmessage,n/a,EM,,umg_metadataservices_subscriber,n/a,raw,,y,y,end
y,studiohub,resourceregistrationrequestmessage,n/a,EM,,umg_metadataservices_subscriber,n/a,raw,,y,y,end
y,studiohub,dealproductroyaltyprovisionsmessage,n/a,EM,,umg_rdw_subscriber,n/a,raw,,y,n,end
y,studiohub,dealcontractuallanguagemessage,n/a,EM,,umg_rdw_subscriber,n/a,raw,,y,n,end
y,studiohub,audioregistrationrequestmessage,n/a,EM,,umg_metadataservices_subscriber,n/a,raw,,y,y,end
n,studiohub,dealcontractuallanguagemessage,n/a,EM,,umg_globalroyalties_subscriber,n/a,raw,,y,n,end
d,studiohub,transferrequestmessage,n/a,EM,,umg_arts_subscriber,n/a,raw,,y,n,end
n,umg.r2,talent,ohi_umg.r2_talent_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_talent_1_detail/19570825,umg_musicgadget_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,release,ohi_umg.r2_release_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_release_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,releaselocal,ohi_umg.r2_releaselocal_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_releaselocal_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,resource,ohi_umg.r2_resource_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_resource_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,talentname,ohi_umg.r2_talentname_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_talentname_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,translation,ohi_umg.r2_translation_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_translation_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,p.R2TranlationCountryId == "jp" && p.R2TranlationLanguageNo ==11,n,y,end
n,umg.r2,translationentity,ohi_umg.r2_translationentity_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_translationentity_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.r2,jpreleaselan,ohi_umg.r2_jpreleaselan_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.r2_jpreleaselan_1_detail/19570825,umg_digs_r2_subscriber,n/a,pubsubwrapped,,n,y,end
n,studiohub,dealproductroyaltyprovisionsmessage,n/a,EM,,umg_globalroyalties_subscriber_dev,n/a,raw,,y,n,end
n,studiohub,dealcontractuallanguagemessage,n/a,EM,,umg_globalroyalties_subscriber,n/a,raw,,y,n,end
n,umg.atlas,artistrosterproject,ohi_umg.atlas_artistrosterproject_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.atlas_artistrosterproject_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.atlas,entitylabel,ohi_umg.atlas_entitylabel_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.atlas_entitylabel_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
d,umg.blue,product,ohi_umg.blue_product_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.blue_product_1_detail/19570825,umg_digs_blue_subscriber,n/a,pubsubwrapped,,n,d,end
y,umg.blue,resourcedurationupdatenotification,ohi_umg.blue_resourcedurationupdatenotification_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.blue_resourcedurationupdatenotification_1_detail/19570825,umg_r2_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.blue,japancompanynotification,ohi_umg.blue_japancompanynotification_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.blue_japancompanynotification_1_detail/19570825,umg_r2_subscriber,n/a,pubsubwrapped,,n,y,end
d,umg.blue,product,ohi_umg.blue_product_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.blue_product_1_detail/19570825,umg_digs_blue_subscriber_qa,n/a,pubsubwrapped,,n,d,end
n,umg.cla,cartupdatenotification,n/a,SOAP,,umg_d2_subscriber,n/a,raw,,n,y,end
n,umg.cla,workcertifiednotification,n/a,SOAP,,umg_r2_cla_subscriber,n/a,raw,,n,y,end
n,umg.cla,talentnamechangenotification,n/a,SOAP,,umg_r2_cla_subscriber,n/a,raw,,n,y,end
n,umg.cla,publishernamechangenotification,n/a,SOAP,,umg_r2_cla_subscriber,n/a,raw,,n,y,end
n,umg.contraxx,grscontractrightsload,n/a,SOAP,,umg_grcs_subscriber,n/a,raw,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
D,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_edc_bom_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_sony_dadc_manufacturing,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_jda_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_ods_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_berlin_cprs_bom_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_uk_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_sap_cprs_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,billofmaterials,ohi_umg.cprs_billofmaterials_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_billofmaterials_1_detail/19570825,umg_sony_dadc_distribution,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
D,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_edc_prs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_grcs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_ods_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_rdx_cprs_prs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_sony_dadc_manufacturing,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_australia_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,physicalreleaseschedulev3,ohi_umg.cprs_physicalreleaseschedulev3_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedulev3_1_detail/19570825,umg_berlin_cprs_prs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicalreleaseschedule,ohi_umg.cprs_physicalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedule_1_detail/19570825,umg_uk_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,physicalreleaseschedulev3,ohi_umg.cprs_physicalreleaseschedulev3_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedulev3_1_detail/19570825,umg_jda_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,physicalreleaseschedulev3,ohi_umg.cprs_physicalreleaseschedulev3_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedulev3_1_detail/19570825,umg_sony_dadc_distribution,n/a,pubsubwrapped,,n,y,end
y,umg.cprs,physicalreleaseschedulev3,ohi_umg.cprs_physicalreleaseschedulev3_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicalreleaseschedulev3_1_detail/19570825,umg_sap_cprs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,territorialrights,ohi_umg.cprs_territorialrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_territorialrights_1_detail/19570825,umg_ods_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,territorialrights,ohi_umg.cprs_territorialrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_territorialrights_1_detail/19570825,umg_jda_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,territorialrights,ohi_umg.cprs_territorialrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_territorialrights_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,territorialrights,ohi_umg.cprs_territorialrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_territorialrights_1_detail/19570825,umg_rdx_cprs_tr_subscriber,n/a,pubsubwrapped,,n,y,end
D,umg.cprs,territorialrights,ohi_umg.cprs_territorialrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_territorialrights_1_detail/19570825,umg_edc_tr_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,nationalreleaseschedule,ohi_umg.cprs_nationalreleaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_nationalreleaseschedule_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,physicaltrackedparts,ohi_umg.cprs_physicaltrackedparts_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_physicaltrackedparts_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,partstracking,ohi_umg.cprs_partstracking_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_partstracking_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.cprs,workflow,ohi_umg.cprs_workflow_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.cprs_workflow_1_detail/19570825,umg_digsreporting_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_gdrs_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_centralcatalogue_marketing_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_digs_mktgpartner_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermsproductupdatenotification,n/a,SOAP,,umg_gdrs_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermsproductupdatenotification,n/a,SOAP,,umg_digs_mktgproduct_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_centralcatalogue_marketing_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_gdrs_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermsproductupdatenotification,n/a,SOAP,,umg_gdrs_subscriber,n/a,raw,,n,y,end
n,umg.dav,marketingtermsproductupdatenotification,n/a,SOAP,,umg_digs_mktgproduct_subscriber_qa,n/a,raw,,n,y,end
n,umg.dav,marketingtermspartnerproductupdatenotification,n/a,SOAP,,umg_digs_mktgpartner_subscriber_qa,n/a,raw,,n,y,end
n,sonydadc,releaseorderednotification,n/a,SOAP,,umg_r2_subscriber,n/a,raw,,n,y,end
n,sonydadc,releaseorderednotification,n/a,SOAP,,umg_gps_firstorder_subscriber,n/a,raw,,n,y,end
n,sonydadc,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,sonydadc,releaseorderednotification,n/a,SOAP,,umg_digs_relstatus_subscriber_qa,releasestatusmapper_releaseordered2releasestatus,raw,,n,y,end
n,umg.dsched,releaselegalrights,ohi_umg.dsched_releaselegalrights_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaselegalrights_1_detail/19570825,umg_rdx_digs_rlr_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_dsc_digs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_aspen_subscriber,n/a,pubsubwrapped,,n,y,end
y,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_berlin_digs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_rdx_digs_rs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_uk_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_cla_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,bitmax_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_d2_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_centralcatalogue_digs_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_catalyst_subscriber,n/a,pubsubwrapped,,n,y,end
n,umg.dsched,releaseschedule,ohi_umg.dsched_releaseschedule_1_detail,OHI,http://schemas.umusic.com/servicemarket/ohi_umg.dsched_releaseschedule_1_detail/19570825,umg_australia_subscriber,n/a,pubsubwrapped,,n,y,end
